"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1992,84,100,120,160,210,280,420,800,6600
"GET categorypage",1996,46,57,75,85,110,200,300,540,14000
"GET homepage",1993,26,31,37,42,69,89,130,180,11000
"POST login",999,71,83,93,100,140,180,230,960,10000
"GET loginpage",1000,23,28,35,41,67,95,150,830,1100
"GET logout",993,33,42,52,64,88,100,130,170,230
"GET productpage",1992,67,84,100,120,190,310,580,890,12000
"GET profile",994,39,48,61,73,100,140,190,330,1600
"Total",11959,54,70,83,92,130,200,350,690,14000
