"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2085,83,94,110,120,190,260,440,580,9600
"GET categorypage",2089,45,53,61,70,99,150,270,350,12000
"GET homepage",2088,25,30,34,37,53,75,96,120,13000
"POST login",1048,72,82,91,99,130,170,260,2600,11000
"GET loginpage",1048,22,27,31,35,54,74,110,160,1200
"GET logout",1040,32,39,44,49,81,100,140,190,14000
"GET productpage",2088,66,77,89,100,170,230,440,790,2600
"GET profile",1040,39,46,53,62,88,110,220,560,1600
"Total",12526,51,67,77,84,110,180,280,500,14000
