"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1946,4,90,157,41,8491,10596,8.11
"GET","categorypage",1948,2,47,103,20,14676,112215,8.12
"GET","homepage",1946,4,25,72,10,13047,8740,8.11
"POST","login",977,0,73,131,34,13128,9084,4.07
"GET","loginpage",978,0,24,41,10,897,9653,4.08
"GET","logout",968,0,32,53,15,9102,8860,4.04
"GET","productpage",1947,0,71,121,32,1582,62015,8.12
"GET","profile",970,2,40,64,18,1282,9651,4.04
"None","Total",11680,12,56,100,10,14676,35378,48.70
