"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1966,82,99,120,140,200,270,400,790,8400
"GET categorypage",1972,45,55,68,78,100,140,300,1100,7300
"GET homepage",1971,25,31,35,39,66,82,100,170,8800
"POST login",988,71,82,93,100,120,170,260,3100,11000
"GET loginpage",989,23,28,32,36,62,80,260,800,14000
"GET logout",981,32,40,48,58,85,99,120,140,14000
"GET productpage",1970,65,80,97,110,180,230,480,830,18000
"GET profile",982,40,48,63,75,95,120,190,830,16000
"Total",11819,53,68,79,88,120,180,300,720,18000
