"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2070,84,96,110,130,190,280,390,620,12000
"GET categorypage",2072,46,53,60,69,100,140,230,370,7300
"GET homepage",2071,26,32,36,40,66,83,100,120,8100
"POST login",1038,71,79,88,93,130,180,250,1100,8000
"GET loginpage",1038,23,27,32,35,57,81,100,720,930
"GET logout",1032,33,40,46,52,82,97,120,170,210
"GET productpage",2070,67,77,90,100,180,230,390,570,15000
"GET profile",1032,39,46,55,64,91,120,200,400,10000
"Total",12423,54,68,79,86,120,180,290,480,15000
