"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1844,100,120,150,170,210,300,510,1100,18000
"GET categorypage",1847,57,68,80,88,110,170,300,490,6300
"GET homepage",1844,29,34,39,45,68,85,110,170,13000
"POST login",925,82,93,110,110,150,190,280,3100,11000
"GET loginpage",927,27,33,38,43,62,86,440,630,17000
"GET logout",917,38,46,52,60,82,95,110,130,12000
"GET productpage",1845,85,100,110,130,190,280,480,880,8000
"GET profile",919,48,61,74,82,99,130,190,390,13000
"Total",11068,65,83,94,100,150,200,330,610,18000
