"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1969,85,100,130,160,210,290,490,690,14000
"GET categorypage",1971,48,58,74,86,110,170,310,940,14000
"GET homepage",1971,27,33,39,44,71,86,120,180,7200
"POST login",987,75,88,100,110,150,190,320,2300,6000
"GET loginpage",987,24,28,32,36,58,82,170,600,6700
"GET logout",984,35,42,49,55,84,100,140,180,5500
"GET productpage",1970,68,85,110,120,190,280,570,890,14000
"GET profile",984,41,51,66,77,99,120,280,460,5700
"Total",11823,55,71,83,92,130,200,330,640,14000
