"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1856,91,110,140,170,280,350,520,1100,10000
"GET categorypage",1867,50,62,79,91,120,190,300,890,8900
"GET homepage",1866,27,33,39,46,76,90,120,200,18000
"POST login",936,75,87,100,110,150,200,270,4300,8900
"GET loginpage",937,25,30,36,42,72,96,370,890,1100
"GET logout",928,35,43,51,64,97,110,160,190,630
"GET productpage",1863,73,93,110,140,200,300,510,890,2500
"GET profile",928,43,54,71,87,110,180,300,960,2100
"Total",11181,59,76,89,99,160,220,380,890,18000
