"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2009,5,82,126,37,14008,25828,8.38
"GET","categorypage",2016,3,45,85,19,8162,111940,8.41
"GET","homepage",2012,0,25,72,9,8330,8758,8.40
"POST","login",1011,2,72,151,29,9013,9063,4.22
"GET","loginpage",1011,0,24,50,9,9274,9653,4.22
"GET","logout",1001,0,32,56,13,15933,8861,4.18
"GET","productpage",2014,0,65,97,25,1897,107141,8.40
"GET","profile",1001,0,39,90,17,13016,9721,4.18
"None","Total",12075,10,52,92,9,15933,45423,50.38
