"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1969,1,85,143,41,14254,25888,8.21
"GET","categorypage",1971,0,48,85,21,13953,112261,8.21
"GET","homepage",1971,7,27,75,10,7156,8727,8.21
"POST","login",987,0,75,118,36,5970,9080,4.11
"GET","loginpage",987,0,24,48,10,6709,9653,4.11
"GET","logout",984,0,35,50,15,5470,8860,4.10
"GET","productpage",1970,2,68,133,32,14142,107483,8.21
"GET","profile",984,0,40,70,19,5681,9709,4.10
"None","Total",11823,10,55,97,10,14254,45500,49.27
