"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2108,83,96,110,130,190,250,400,520,14000
"GET categorypage",2111,46,53,61,69,99,130,270,520,7900
"GET homepage",2112,25,30,34,38,60,82,110,160,7600
"POST login",1059,71,79,88,96,120,170,230,310,2600
"GET loginpage",1060,23,27,32,35,53,83,170,500,700
"GET logout",1052,32,38,43,49,74,97,110,140,220
"GET productpage",2109,66,76,89,100,170,220,410,640,6500
"GET profile",1053,39,45,52,63,92,120,200,820,1800
"Total",12664,53,67,77,85,120,180,280,500,14000
