"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1847,100,130,170,190,250,320,510,880,9500
"GET categorypage",1852,55,70,86,95,120,180,240,1100,8100
"GET homepage",1852,29,35,41,49,74,87,110,140,8700
"POST login",930,80,93,110,110,160,200,300,3900,6500
"GET loginpage",930,27,33,39,44,69,95,320,790,8300
"GET logout",921,39,50,61,73,95,110,170,180,9900
"GET productpage",1850,84,110,130,160,200,280,390,720,16000
"GET profile",922,48,64,78,86,110,160,370,610,8500
"Total",11104,63,82,96,110,170,220,370,720,16000
