"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2056,77,91,110,120,190,250,410,1000,5800
"GET categorypage",2061,43,50,61,70,97,130,270,770,8700
"GET homepage",2059,25,30,34,38,56,77,100,130,13000
"POST login",1031,69,79,87,95,120,170,300,2900,8800
"GET loginpage",1032,22,27,31,34,54,86,330,560,980
"GET logout",1025,31,38,44,51,76,94,110,160,12000
"GET productpage",2058,61,72,90,100,160,210,390,870,7200
"GET profile",1026,37,44,54,63,91,110,270,740,12000
"Total",12348,49,64,74,81,110,180,300,690,13000
