"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1855,0,85,149,42,13647,26175,7.75
"GET","categorypage",1856,0,47,103,20,9842,112980,7.75
"GET","homepage",1857,1,26,79,11,11218,8754,7.76
"POST","login",929,0,73,156,33,14951,9084,3.88
"GET","loginpage",932,0,23,51,10,7939,9653,3.89
"GET","logout",924,1,34,109,13,13744,8851,3.86
"GET","productpage",1856,1,68,118,33,2176,109642,7.75
"GET","profile",924,0,41,101,18,14069,9746,3.86
"None","Total",11133,3,56,110,10,14951,46045,46.50
