"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1847,0,99,168,44,10129,10623,7.71
"GET","categorypage",1851,0,50,109,22,13611,112556,7.72
"GET","homepage",1851,0,28,80,10,8204,8759,7.72
"POST","login",929,0,77,125,35,5928,9080,3.88
"GET","loginpage",929,0,25,49,11,1343,9653,3.88
"GET","logout",920,0,35,69,16,12490,8863,3.84
"GET","productpage",1848,0,75,140,30,12711,62182,7.71
"GET","profile",921,0,42,87,18,8301,9678,3.84
"None","Total",11096,0,59,110,10,13611,35468,46.30
