"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2025,2,79,135,35,14362,26197,8.45
"GET","categorypage",2027,0,44,78,20,6517,112529,8.46
"GET","homepage",2030,1,25,83,9,10145,8753,8.48
"POST","login",1016,0,70,140,37,7361,9080,4.24
"GET","loginpage",1018,0,22,45,10,7802,9653,4.25
"GET","logout",1012,1,31,49,10,7183,8850,4.23
"GET","productpage",2026,0,63,101,26,2460,109225,8.46
"GET","profile",1012,3,38,63,8,1385,9701,4.23
"None","Total",12166,7,51,91,8,14362,45868,50.79
