"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1731,81,100,130,160,210,290,460,900,2700
"GET categorypage",1736,45,58,77,87,110,170,250,780,10000
"GET homepage",1741,25,31,37,43,68,83,95,110,38000
"POST login",871,72,87,97,100,130,170,210,3300,3400
"GET loginpage",873,23,28,35,39,60,79,110,1300,2000
"GET logout",866,33,40,46,54,80,94,110,120,11000
"GET productpage",1735,64,85,100,120,190,280,400,810,9000
"GET profile",866,38,51,73,79,100,120,200,1000,8000
"Total",10419,52,69,81,90,130,190,310,600,38000
