"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1947,87,110,130,160,200,290,410,660,14000
"GET categorypage",1951,48,59,76,86,110,140,220,910,12000
"GET homepage",1948,27,33,39,46,71,84,110,500,14000
"POST login",978,73,84,95,110,130,170,280,3500,14000
"GET loginpage",978,24,29,34,40,68,89,440,740,1200
"GET logout",969,34,41,49,60,86,100,130,170,260
"GET productpage",1947,71,90,110,120,180,260,490,880,11000
"GET profile",971,41,52,67,78,97,120,580,970,2000
"Total",11689,56,73,84,93,130,190,320,680,14000
