"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2090,0,78,126,33,12980,25833,8.71
"GET","categorypage",2091,0,43,79,21,6746,91176,8.71
"GET","homepage",2091,7,25,66,9,7797,8730,8.71
"POST","login",1047,0,68,117,31,5895,9080,4.36
"GET","loginpage",1049,0,21,43,9,2149,9653,4.37
"GET","logout",1041,0,31,40,16,198,8862,4.34
"GET","productpage",2090,0,61,108,24,6880,106562,8.71
"GET","profile",1042,0,36,60,15,1202,9713,4.34
"None","Total",12541,7,50,85,9,12980,41830,52.27
