"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2031,80,98,120,150,200,280,390,560,8900
"GET categorypage",2033,45,54,71,85,110,130,220,680,14000
"GET homepage",2032,25,31,37,45,72,88,100,160,13000
"POST login",1018,71,82,93,100,130,180,250,3400,13000
"GET loginpage",1019,23,28,31,37,70,91,120,880,2200
"GET logout",1013,32,41,50,61,91,100,110,130,200
"GET productpage",2032,63,78,99,110,180,260,480,820,2000
"GET profile",1015,38,47,60,75,100,120,190,270,6700
"Total",12193,53,69,80,89,120,190,290,560,14000
