"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1947,0,87,142,37,13657,25808,8.13
"GET","categorypage",1951,0,48,92,22,11533,112564,8.14
"GET","homepage",1948,4,27,92,9,14250,8740,8.13
"POST","login",978,0,73,134,34,13546,9080,4.08
"GET","loginpage",978,0,24,45,9,1161,9653,4.08
"GET","logout",969,0,34,44,15,259,8860,4.04
"GET","productpage",1947,0,71,121,33,11156,107391,8.13
"GET","profile",971,0,41,74,18,1988,9707,4.05
"None","Total",11689,4,56,99,9,14250,45539,48.79
