"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2061,2,83,126,13,10851,25789,8.60
"GET","categorypage",2064,0,46,80,22,4017,111707,8.61
"GET","homepage",2063,0,26,67,10,7744,8759,8.60
"POST","login",1032,0,71,133,31,12591,9080,4.30
"GET","loginpage",1033,0,23,37,10,1036,9653,4.31
"GET","logout",1027,0,33,41,15,166,8863,4.28
"GET","productpage",2063,1,66,97,14,1956,106618,8.60
"GET","profile",1028,1,40,100,16,11237,9720,4.29
"None","Total",12371,4,53,88,10,12591,45281,51.59
