"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1996,86,100,120,140,200,290,400,850,8100
"GET categorypage",1998,47,55,68,81,100,140,210,590,7800
"GET homepage",2002,26,31,35,39,61,77,95,110,10000
"POST login",1001,75,84,94,100,140,170,290,3100,7900
"GET loginpage",1003,24,28,32,35,53,71,100,510,1200
"GET logout",996,33,39,45,51,77,96,120,170,11000
"GET productpage",1997,68,81,98,110,170,230,370,910,2400
"GET profile",996,39,47,58,71,94,130,200,470,1900
"Total",11989,54,71,81,89,120,180,290,540,11000
