"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2061,83,97,110,130,190,270,370,600,5700
"GET categorypage",2063,45,53,62,70,100,130,230,430,8100
"GET homepage",2065,25,30,34,37,55,78,99,130,13000
"POST login",1033,70,78,85,90,120,180,280,3300,9100
"GET loginpage",1036,22,27,30,33,49,81,300,620,710
"GET logout",1028,32,37,42,46,72,95,110,150,14000
"GET productpage",2063,65,76,88,100,150,220,380,630,13000
"GET profile",1030,39,47,56,65,92,120,200,1000,1600
"Total",12379,51,67,77,84,110,180,290,500,14000
