"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1919,94,110,120,130,190,290,400,540,21000
"GET categorypage",1924,50,57,64,72,110,190,320,790,20000
"GET homepage",1927,27,32,37,40,65,89,120,180,18000
"POST login",965,75,83,90,98,130,190,260,4300,9700
"GET loginpage",965,25,30,33,36,61,100,230,910,1300
"GET logout",958,36,42,49,54,84,110,150,200,4700
"GET productpage",1925,75,85,97,110,180,320,580,890,8600
"GET profile",959,43,50,59,67,100,160,200,470,18000
"Total",11542,58,75,86,93,130,190,350,630,21000
