"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2031,4,80,124,41,8879,26187,8.50
"GET","categorypage",2033,0,45,85,19,14082,111737,8.50
"GET","homepage",2032,0,25,86,9,13426,8759,8.50
"POST","login",1018,0,71,131,34,13036,9080,4.26
"GET","loginpage",1019,0,23,44,9,2234,9653,4.26
"GET","logout",1013,0,32,43,15,200,8863,4.24
"GET","productpage",2032,0,63,104,34,1995,108920,8.50
"GET","profile",1015,0,38,67,19,6663,9752,4.25
"None","Total",12193,4,53,90,9,14082,45717,51.01
