teastore-db-584d49598b-lzrdf,test-master2,2023-12-13 21:01:41+00:00,2023-12-13 21:01:43+00:00,0:00:02,False
teastore-image-85cc9866c5-xt8z6,test-master2,2023-12-13 21:01:41+00:00,2023-12-13 21:01:43+00:00,0:00:02,False
teastore-locust-6d4c8cdd86-x8tmq,test-worker-4,2023-12-13 21:01:41+00:00,2023-12-13 21:01:43+00:00,0:00:02,True
teastore-persistence-76979ffb5b-wgdm7,test-master2,2023-12-13 21:01:41+00:00,2023-12-13 21:01:43+00:00,0:00:02,False
teastore-recommender-7d5565cb5-d5gwf,test-master2,2023-12-13 21:01:41+00:00,2023-12-13 21:01:44+00:00,0:00:03,False
teastore-registry-6ccff44d5d-x2xxn,test-master2,2023-12-13 21:01:41+00:00,2023-12-13 21:01:43+00:00,0:00:02,False
teastore-webui-548f9f56d8-rhvzj,test-master2,2023-12-13 21:01:41+00:00,2023-12-13 21:01:43+00:00,0:00:02,False
total,total,2023-12-13 21:01:41,2023-12-13 21:01:43.125000,1970-01-01 00:00:02.125000,0.125
teastore-auth-5896899dbb-h779t,test-master2,2023-12-13 21:11:21+00:00,2023-12-13 21:11:23+00:00,0:00:02,False
teastore-db-584d49598b-wvdh2,test-master2,2023-12-13 21:11:21+00:00,2023-12-13 21:11:23+00:00,0:00:02,False
teastore-image-85cc9866c5-xtx9v,test-master2,2023-12-13 21:11:21+00:00,2023-12-13 21:11:23+00:00,0:00:02,False
teastore-locust-6d4c8cdd86-7tw45,test-worker-4,2023-12-13 21:11:21+00:00,2023-12-13 21:11:23+00:00,0:00:02,True
teastore-persistence-76979ffb5b-8d79p,test-worker-4,2023-12-13 21:11:21+00:00,2023-12-13 21:11:23+00:00,0:00:02,True
teastore-recommender-7d5565cb5-4txt5,test-master2,2023-12-13 21:11:21+00:00,2023-12-13 21:11:24+00:00,0:00:03,False
teastore-registry-6ccff44d5d-sjkp7,test-worker-2,2023-12-13 21:11:21+00:00,2023-12-13 21:11:24+00:00,0:00:03,False
teastore-webui-548f9f56d8-bkpkl,test-master2,2023-12-13 21:11:21+00:00,2023-12-13 21:11:23+00:00,0:00:02,False
total,total,2023-12-13 21:11:21,2023-12-13 21:11:23.250000,1970-01-01 00:00:02.250000,0.25
teastore-auth-5b8cf64d7c-wpf7r,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-db-5484cccfcc-fnjm9,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-image-7f688664f-xcw9t,test-worker-1,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-locust-5d98c5d66b-8l9vk,test-worker-1,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-persistence-586b4bd486-m2fpz,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-recommender-b756f9889-xc582,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:18+00:00,0:00:03,True
teastore-registry-7b574c697b-qtcmt,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-webui-74cd964759-mnp9s,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
total,total,2023-12-14 20:19:15,2023-12-14 20:19:17.125000,1970-01-01 00:00:02.125000,1.0
teastore-auth-5b8cf64d7c-wpf7r,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-db-5484cccfcc-fnjm9,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-image-7f688664f-xcw9t,test-worker-1,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-locust-5d98c5d66b-8l9vk,test-worker-1,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-persistence-586b4bd486-m2fpz,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-recommender-b756f9889-xc582,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:18+00:00,0:00:03,True
teastore-registry-7b574c697b-qtcmt,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
teastore-webui-74cd964759-mnp9s,test-worker-4,2023-12-14 20:19:15+00:00,2023-12-14 20:19:17+00:00,0:00:02,True
total,total,2023-12-14 20:19:15,2023-12-14 20:19:17.125000,1970-01-01 00:00:02.125000,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,1702641822.0,1.0,True
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:42,1970-01-01 00:00:01,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:42,1970-01-01 00:00:01,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,0:00:01,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:42,1970-01-01 00:00:01,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1000.0,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:42,1970-01-01 00:00:01,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:42,1970-01-01 00:00:01,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:42+00:00,1.0,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:42,1970-01-01 00:00:01,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:44+00:00,3.0,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:41+00:00,2023-12-15 12:03:43+00:00,2.0,True
total,total,2023-12-15 12:03:41,2023-12-15 12:03:43.125000,1970-01-01 00:00:02.125000,1.0
teastore-auth-5c6b9c9b6-rbqvx,test-worker-1,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
teastore-db-89c7f5866-wdwp2,test-worker-4,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
teastore-image-5bc45679c5-6xbrc,test-worker-1,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
teastore-locust-7cc5986998-2rwhq,test-worker-4,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
teastore-persistence-7686d8f5db-q672d,test-worker-4,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
teastore-recommender-86d845cf95-zcl5l,test-worker-4,2023-12-15 12:03:42+00:00,2023-12-15 12:03:44+00:00,0:00:02,True
teastore-registry-7b7bb46b9b-mcrrg,test-worker-4,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
teastore-webui-6c584fd9d4-fjfzb,test-worker-4,2023-12-15 12:03:42+00:00,2023-12-15 12:03:43+00:00,0:00:01,True
total,total,2023-12-15 12:03:42,2023-12-15 12:03:43.125000,1970-01-01 00:00:01.125000,1.0
teastore-auth-5b8cf64d7c-nr6m6,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-db-5484cccfcc-8ldwj,test-worker-1,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-image-7f688664f-bp6bd,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-locust-5d98c5d66b-vpfc7,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-persistence-586b4bd486-jlhtn,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-recommender-b756f9889-9b8n8,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-registry-7b574c697b-6qsww,test-worker-1,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-webui-74cd964759-dlz86,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
total,total,2023-12-17 13:04:30,2023-12-17 13:04:30,1970-01-01 00:00:00,1.0
teastore-auth-5b8cf64d7c-nr6m6,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-db-5484cccfcc-8ldwj,test-worker-1,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-image-7f688664f-bp6bd,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-locust-5d98c5d66b-vpfc7,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-persistence-586b4bd486-jlhtn,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-recommender-b756f9889-9b8n8,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-registry-7b574c697b-6qsww,test-worker-1,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
teastore-webui-74cd964759-dlz86,test-worker-4,2023-12-17 13:04:30+00:00,2023-12-17 13:04:30+00:00,0.0,True
total,total,2023-12-17 13:04:30,2023-12-17 13:04:30,1970-01-01 00:00:00,1.0
teastore-auth-5b8cf64d7c-dbr8j,test-worker-1,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-db-5484cccfcc-954dh,test-worker-4,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-image-7f688664f-89bsz,test-worker-1,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-locust-5d98c5d66b-pwnt6,test-worker-4,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-persistence-586b4bd486-6dc8k,test-worker-4,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-recommender-b756f9889-8xh9x,test-worker-4,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-registry-7b574c697b-d9z89,test-worker-4,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
teastore-webui-74cd964759-gr8k5,test-worker-4,2023-12-17 21:20:09+00:00,2023-12-17 21:20:09+00:00,0.0,True
total,total,2023-12-17 21:20:09,2023-12-17 21:20:09,1970-01-01 00:00:00,1.0
teastore-auth-5b8cf64d7c-dbr8j,test-worker-1,2023-12-17 21:20:47+00:00,2023-12-17 21:20:09+00:00,-38.0,True
