"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2098,78,91,100,110,180,230,380,510,15000
"GET categorypage",2101,44,51,59,69,97,120,220,620,12000
"GET homepage",2102,24,29,32,35,52,77,96,130,8400
"POST login",1053,69,77,86,93,120,160,230,990,11000
"GET loginpage",1056,22,26,30,33,56,84,200,850,900
"GET logout",1046,30,37,42,46,75,92,110,120,290
"GET productpage",2101,64,74,86,97,140,200,350,620,2300
"GET profile",1047,36,43,49,57,84,110,180,320,1300
"Total",12604,50,65,74,81,110,160,270,490,15000
