"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1991,83,98,110,130,190,270,390,1100,12000
"GET categorypage",1998,46,55,65,76,100,140,300,1700,15000
"GET homepage",1999,25,31,35,39,60,79,100,220,14000
"POST login",1003,73,83,91,97,130,180,280,400,3100
"GET loginpage",1004,23,28,32,36,55,80,200,570,8200
"GET logout",995,32,38,44,49,81,100,130,180,11000
"GET productpage",1994,66,78,94,110,170,230,480,870,4000
"GET profile",995,39,46,56,68,96,120,400,820,12000
"Total",11979,53,69,79,87,120,180,310,660,15000
