"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1927,1,97,167,37,9969,10611,8.03
"GET","categorypage",1937,4,48,83,20,3205,112805,8.08
"GET","homepage",1934,0,26,79,9,10910,8758,8.06
"POST","login",971,0,74,111,31,2595,9080,4.05
"GET","loginpage",971,0,24,43,10,997,9653,4.05
"GET","logout",963,0,34,65,15,8911,8860,4.01
"GET","productpage",1935,0,74,133,31,8852,62363,8.07
"GET","profile",964,0,41,71,16,1656,9659,4.02
"None","Total",11602,5,58,101,9,10910,35562,48.37
