"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2074,3,80,152,37,16257,25760,8.65
"GET","categorypage",2077,0,45,67,17,1594,112345,8.66
"GET","homepage",2074,3,25,71,9,8225,8746,8.65
"POST","login",1041,0,73,106,31,3958,9083,4.34
"GET","loginpage",1041,0,23,40,9,899,9653,4.34
"GET","logout",1032,0,31,53,13,9071,8862,4.30
"GET","productpage",2074,2,64,100,28,2197,107519,8.65
"GET","profile",1033,0,38,60,16,1826,9716,4.31
"None","Total",12446,8,52,87,9,16257,45524,51.91
