"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2019,81,98,120,140,200,280,390,500,16000
"GET categorypage",2023,44,53,69,83,110,150,290,700,8600
"GET homepage",2024,25,31,35,40,69,88,120,190,12000
"POST login",1015,70,82,93,100,150,190,270,1000,15000
"GET loginpage",1017,23,28,34,41,71,100,250,510,830
"GET logout",1007,33,41,49,61,89,99,120,150,15000
"GET productpage",2021,64,77,93,110,180,280,560,800,2800
"GET profile",1008,39,50,65,78,100,130,210,530,1400
"Total",12134,53,68,80,89,120,190,310,560,16000
