"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1887,94,110,120,150,210,310,520,670,16000
"GET categorypage",1894,51,62,74,85,110,170,300,1400,7600
"GET homepage",1890,27,33,38,44,71,90,110,170,14000
"POST login",949,76,87,97,110,140,190,280,4800,7400
"GET loginpage",949,25,30,36,41,69,89,120,520,8500
"GET logout",941,35,42,52,58,87,100,140,180,8700
"GET productpage",1890,75,87,100,120,180,290,640,1000,2700
"GET profile",941,42,52,65,77,100,140,260,690,10000
"Total",11341,59,76,87,95,130,190,370,650,16000
