"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2058,80,94,110,130,190,240,320,500,12000
"GET categorypage",2063,44,51,62,74,100,120,210,480,11000
"GET homepage",2063,24,30,35,38,64,79,95,140,7300
"POST login",1033,70,79,90,99,120,170,290,1200,13000
"GET loginpage",1033,22,27,32,36,60,83,240,560,8600
"GET logout",1026,32,38,44,50,83,99,120,130,11000
"GET productpage",2060,64,77,94,110,170,210,390,780,11000
"GET profile",1028,38,45,55,70,95,120,210,290,10000
"Total",12364,51,67,77,85,110,180,280,490,13000
