"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1887,4,94,160,44,16165,25786,7.87
"GET","categorypage",1894,0,51,99,23,7555,113939,7.90
"GET","homepage",1890,1,27,90,10,14448,8754,7.88
"POST","login",949,0,76,147,33,7368,9080,3.96
"GET","loginpage",949,0,25,49,10,8487,9653,3.96
"GET","logout",941,0,35,55,15,8698,8862,3.93
"GET","productpage",1890,2,75,119,16,2654,108974,7.88
"GET","profile",941,0,42,79,20,10342,9714,3.93
"None","Total",11341,7,59,105,10,16165,46047,47.31
