"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2053,0,81,123,40,8317,25872,8.56
"GET","categorypage",2055,0,45,81,21,11870,112734,8.57
"GET","homepage",2057,1,25,75,9,8215,8756,8.58
"POST","login",1030,0,73,150,34,12374,9080,4.29
"GET","loginpage",1030,0,23,40,10,1023,9653,4.29
"GET","logout",1025,0,31,53,13,11866,8865,4.27
"GET","productpage",2054,0,65,98,29,1921,107828,8.56
"GET","profile",1025,0,39,61,17,1068,9727,4.27
"None","Total",12329,1,53,88,9,12374,45634,51.41
