"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2118,0,81,120,35,8492,26253,8.86
"GET","categorypage",2122,1,45,80,21,5975,111783,8.88
"GET","homepage",2125,3,25,69,9,7583,8746,8.89
"POST","login",1062,0,71,113,29,5942,9080,4.44
"GET","loginpage",1064,0,23,40,9,719,9653,4.45
"GET","logout",1058,2,31,40,10,197,8845,4.43
"GET","productpage",2119,1,64,98,24,5239,108490,8.87
"GET","profile",1058,1,38,58,17,1538,9740,4.43
"None","Total",12726,8,52,82,9,8492,45644,53.24
