"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2080,79,92,110,120,190,260,400,830,7800
"GET categorypage",2081,44,51,60,72,110,170,270,490,8800
"GET homepage",2085,25,30,35,39,64,85,120,140,7600
"POST login",1041,69,79,88,95,120,170,290,2200,14000
"GET loginpage",1045,22,27,32,35,57,94,150,270,15000
"GET logout",1038,32,39,47,53,86,100,120,150,220
"GET productpage",2081,62,75,89,100,170,300,530,690,7800
"GET profile",1039,38,47,58,67,99,140,210,580,1200
"Total",12490,51,66,76,85,120,180,320,560,15000
