"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1862,110,130,160,180,240,300,470,840,8600
"GET categorypage",1865,57,70,84,92,120,180,300,900,12000
"GET homepage",1864,30,36,42,48,71,87,100,160,8700
"POST login",936,81,94,100,110,130,170,220,3200,16000
"GET loginpage",936,28,34,39,44,64,81,150,890,1200
"GET logout",927,39,46,55,65,86,100,140,190,10000
"GET productpage",1863,86,110,130,150,200,290,490,810,9200
"GET profile",929,50,64,76,86,110,160,290,790,1500
"Total",11182,68,85,96,110,160,210,350,750,16000
