"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1376,110,140,170,190,270,350,520,800,10000
"GET categorypage",1380,58,74,89,97,140,240,870,2100,10000
"GET homepage",1380,30,38,50,60,81,99,180,1100,41000
"POST login",691,82,96,110,120,170,190,300,4600,7500
"GET loginpage",693,28,35,44,54,80,130,950,4300,4300
"GET logout",686,40,51,68,80,98,110,150,210,3400
"GET productpage",1378,88,110,140,170,260,430,770,2300,15000
"GET profile",686,52,70,82,90,120,180,820,1100,3800
"Total",8270,68,87,100,110,180,270,540,1700,41000
