"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2013,77,92,110,130,190,270,430,650,15000
"GET categorypage",2018,44,53,62,73,100,140,260,880,10000
"GET homepage",2010,25,30,35,39,63,84,100,120,8300
"POST login",1010,72,83,93,99,130,180,230,380,3800
"GET loginpage",1010,22,26,30,33,57,82,140,870,1700
"GET logout",1000,32,38,46,54,83,98,110,170,12000
"GET productpage",2017,61,74,86,100,160,210,480,870,5700
"GET profile",1000,37,46,59,70,98,130,670,920,2200
"Total",12078,49,65,76,84,110,180,310,670,15000
