"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1957,0,90,147,35,11988,10620,8.17
"GET","categorypage",1963,0,48,93,19,6209,111730,8.19
"GET","homepage",1959,2,26,78,10,10371,8750,8.17
"POST","login",983,0,73,119,31,3235,9080,4.10
"GET","loginpage",983,0,24,46,10,880,9653,4.10
"GET","logout",975,0,32,64,16,14612,8862,4.07
"GET","productpage",1962,0,70,116,26,1402,61493,8.19
"GET","profile",976,0,41,81,19,7884,9666,4.07
"None","Total",11758,2,56,98,10,14612,35243,49.06
