"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1839,100,170,200,230,330,420,590,820,12000
"GET categorypage",1842,52,73,88,95,130,200,360,1300,6700
"GET homepage",1843,28,34,43,52,77,96,150,480,8100
"POST login",923,78,94,110,120,160,200,290,3300,3400
"GET loginpage",925,25,33,41,50,77,120,300,790,6000
"GET logout",918,36,47,59,71,92,100,150,190,9100
"GET productpage",1841,82,120,180,200,290,390,510,680,8400
"GET profile",918,46,69,81,87,110,190,480,790,1300
"Total",11049,62,82,98,110,200,290,460,710,12000
