"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1517,140,210,270,300,400,520,810,1600,11000
"GET categorypage",1521,67,92,110,110,180,240,470,3500,10000
"GET homepage",1519,33,44,60,68,84,99,180,350,9700
"POST login",762,91,110,130,140,190,220,380,4500,15000
"GET loginpage",763,30,40,52,64,88,150,820,880,6200
"GET logout",754,42,60,80,88,100,120,180,200,12000
"GET productpage",1518,110,180,210,250,380,500,790,1600,10000
"GET profile",756,59,82,95,100,170,230,900,1200,13000
"Total",9110,74,97,120,160,240,380,680,1500,15000
