"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2066,79,94,110,130,190,240,380,780,9000
"GET categorypage",2072,43,52,63,75,100,120,240,990,10000
"GET homepage",2068,25,30,34,38,60,78,94,150,14000
"POST login",1037,69,78,86,92,120,150,200,2000,11000
"GET loginpage",1039,23,27,31,34,58,81,160,320,3900
"GET logout",1029,31,38,44,49,76,95,120,150,13000
"GET productpage",2069,63,77,91,100,150,210,480,790,2900
"GET profile",1030,38,45,55,69,91,110,320,690,12000
"Total",12410,50,66,76,84,110,170,290,580,14000
