"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2018,84,100,120,140,200,280,390,620,17000
"GET categorypage",2022,47,56,67,78,100,130,230,370,9000
"GET homepage",2018,26,31,36,40,62,79,99,130,9800
"POST login",1012,74,84,94,100,130,170,270,3800,7400
"GET loginpage",1012,24,29,33,37,56,76,100,790,1000
"GET logout",1005,33,41,47,54,79,94,120,130,13000
"GET productpage",2022,68,84,100,110,180,230,410,690,2300
"GET profile",1006,41,50,62,69,95,110,200,280,5800
"Total",12115,53,69,80,89,120,180,290,500,17000
