"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2066,0,79,124,38,9011,25563,8.62
"GET","categorypage",2072,0,43,80,17,10293,111576,8.64
"GET","homepage",2068,4,25,77,10,14215,8741,8.62
"POST","login",1037,0,69,108,33,11073,9080,4.32
"GET","loginpage",1039,0,23,43,9,3868,9653,4.33
"GET","logout",1029,0,31,53,14,13296,8860,4.29
"GET","productpage",2069,0,63,104,25,2937,106069,8.63
"GET","profile",1030,1,38,72,16,11504,9689,4.30
"None","Total",12410,5,50,87,9,14215,45131,51.75
