"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1884,0,93,170,32,11214,10620,7.87
"GET","categorypage",1888,1,47,87,19,11741,112115,7.89
"GET","homepage",1889,1,26,76,9,7648,8754,7.89
"POST","login",945,0,74,127,36,11522,9081,3.95
"GET","loginpage",949,0,24,60,8,12304,9653,3.96
"GET","logout",940,2,33,83,13,12285,8843,3.93
"GET","productpage",1886,0,73,128,31,6368,62042,7.88
"GET","profile",941,0,40,82,17,14003,9679,3.93
"None","Total",11322,4,57,106,8,14003,35364,47.30
