"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1988,1,83,159,40,14556,25821,8.32
"GET","categorypage",1992,3,45,90,22,7024,111810,8.33
"GET","homepage",1992,0,25,72,8,7961,8759,8.33
"POST","login",1000,0,72,127,28,11326,9080,4.18
"GET","loginpage",1000,0,23,42,8,897,9653,4.18
"GET","logout",991,0,32,43,15,216,8863,4.15
"GET","productpage",1992,0,68,108,28,2280,107051,8.33
"GET","profile",992,1,39,64,19,1308,9709,4.15
"None","Total",11947,5,54,94,8,14556,45359,49.99
