"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1726,110,180,220,260,360,490,690,890,14000
"GET categorypage",1730,54,79,94,100,160,250,400,1100,11000
"GET homepage",1729,28,38,54,66,84,100,180,290,8700
"POST login",867,80,99,110,130,180,250,330,3300,5900
"GET loginpage",867,26,34,44,55,82,120,270,2100,14000
"GET logout",860,37,51,71,80,99,110,160,200,320
"GET productpage",1727,90,150,190,210,320,410,700,800,12000
"GET profile",860,47,73,84,92,130,210,660,900,2300
"Total",10366,66,86,100,120,210,320,550,890,14000
