"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",1517,0,140,240,51,11270,10620,6.34
"GET","categorypage",1521,5,67,157,25,10101,112450,6.35
"GET","homepage",1519,0,33,112,10,9702,8758,6.34
"POST","login",762,1,91,201,44,14854,9068,3.18
"GET","loginpage",763,0,30,75,12,6193,9653,3.19
"GET","logout",754,1,42,97,16,11555,8850,3.15
"GET","productpage",1518,0,110,191,35,10067,62250,6.34
"GET","profile",756,0,59,124,19,13285,9652,3.16
"None","Total",9110,7,74,158,10,14854,35476,38.05
