"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","addtocart",2013,0,77,131,35,15071,25821,8.41
"GET","categorypage",2018,0,44,103,19,10409,111587,8.43
"GET","homepage",2010,0,25,70,8,8272,8759,8.40
"POST","login",1010,0,72,118,33,3773,9080,4.22
"GET","loginpage",1010,0,22,41,8,1690,9653,4.22
"GET","logout",1000,0,32,62,14,12071,8863,4.18
"GET","productpage",2017,0,61,100,26,5717,106448,8.43
"GET","profile",1000,1,37,72,16,2192,9717,4.18
"None","Total",12078,1,49,92,8,15071,45287,50.46
