"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",1779,110,130,170,190,260,320,480,760,17000
"GET categorypage",1780,58,72,88,98,130,190,320,1300,14000
"GET homepage",1780,30,37,45,54,78,97,130,560,9600
"POST login",893,82,92,100,110,150,190,290,3100,3200
"GET loginpage",894,28,34,41,49,81,100,510,620,1400
"GET logout",886,38,49,62,76,98,120,170,190,280
"GET productpage",1780,86,110,140,160,210,320,500,1100,11000
"GET profile",886,49,63,80,89,120,190,490,1200,4300
"Total",10678,68,87,99,110,170,230,390,730,17000
