"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET addtocart",2159,75,88,100,120,180,240,360,490,3600
"GET categorypage",2165,42,49,57,68,98,150,210,300,9500
"GET homepage",2164,24,29,34,37,58,82,100,140,7300
"POST login",1083,69,78,86,94,120,170,200,950,15000
"GET loginpage",1086,22,26,30,34,56,80,120,680,2100
"GET logout",1077,30,36,42,48,79,98,120,140,15000
"GET productpage",2162,61,72,84,95,140,220,480,760,8500
"GET profile",1078,37,44,52,62,92,130,190,380,1600
"Total",12974,49,63,73,80,110,170,270,450,15000
